,Paths,Cooling,Heating
336,../datasets/vectors/00/f2/eb5b8363cc4ed0b163ea0050a65f,31633,25296
337,../datasets/vectors/00/f2/fef68b55a849f95913e0a9d9cdf9,48328,35289
338,../datasets/vectors/00/f3/02ba5c71db5397df3b643be9d7ad,92616,73970
339,../datasets/vectors/00/f3/10736c9efa8fdba2a5dfaa0c154d,59744,49584
340,../datasets/vectors/00/f3/22f8a05d1cbc47f3aa3d2aefd137,33133,26161
341,../datasets/vectors/00/f3/25eac5271a0b98385e1e328eb322,209553,156951
342,../datasets/vectors/00/f3/3493ce9bcc0b235dfbf7813e2fa3,74963,61566
343,../datasets/vectors/00/f3/379d5600b0149f4daa30a3c2973c,52254,45037
344,../datasets/vectors/00/f3/38f1b6efeaa7b63a8c14cad780ee,212307,158169
345,../datasets/vectors/00/f3/48b86ee67670be395cfff7573150,113514,89477
346,../datasets/vectors/00/f3/494abdf373ea89162d1e79f05eac,374378,271033
347,../datasets/vectors/00/f3/7d90c4e8c1646373ff9156379139,209944,156986
348,../datasets/vectors/00/f3/93ac56d3c0e16ff847f8d5b43887,175092,132263
349,../datasets/vectors/00/f3/9a06657a7c3925ddd3de1890b882,93368,75749
350,../datasets/vectors/00/f3/bc58864686bcaacb0e2ed17e03ef,95583,74587
351,../datasets/vectors/00/f3/cd5f585960a0020476e99587aad3,691962,489220
352,../datasets/vectors/00/f3/cdd1a71c7121907781d5695e9291,52016,43046
353,../datasets/vectors/00/f3/d881a9707f52502d231a077507c9,64912,53155
354,../datasets/vectors/00/f3/dab88bd990906821c8dee2583d22,31812,25441
355,../datasets/vectors/00/f3/e035e404d6bdbc1ef74813679ca0,41017,36590
356,../datasets/vectors/00/f3/e56cfa878ae8377ac2208c81fa6e,52029,37002
357,../datasets/vectors/00/f3/fa99bf71d6a555af74c921434be0,155144,93427
358,../datasets/vectors/00/f4/08949a74c6f54d82dabf994b64ea,89138,70196
359,../datasets/vectors/00/f4/7e2496b2a5b391172c5168be3fda,57055,47825
360,../datasets/vectors/00/f4/806c796d642fa07268c919cbb3b5,23240,18904
361,../datasets/vectors/00/f4/93fffcc11e896d54b180b83c8ad2,87612,70888
362,../datasets/vectors/00/f4/bf746ae59718ed05a2a3a7cc8cbe,50968,42618
363,../datasets/vectors/00/f4/e3c3e9ae39e93a3d7a33ad2417a8,43359,36614
364,../datasets/vectors/00/f4/e8db27badc959f6f3c596b8dea1b,135683,104384
365,../datasets/vectors/00/f5/03d3e6f7e7efa8a9b80c018c9251,82802,66063
366,../datasets/vectors/00/f5/09a3e169c7556af367d74782dbde,144370,110024
367,../datasets/vectors/00/f5/2e023ece9f63f767f9067af93918,110926,86326
368,../datasets/vectors/00/f5/48f70cfb1abba30259b8b007e2e2,189876,142217
369,../datasets/vectors/00/f5/495738ae3d3bfbd38c49aded6861,128169,99971
370,../datasets/vectors/00/f5/638efbcf8f55d8b20dcf542330ef,103973,82413
371,../datasets/vectors/00/f5/6edf238092e7e7f731ff2edd68e8,190283,144246
372,../datasets/vectors/00/f5/771ccc258a833a5988693fb56192,53894,45097
373,../datasets/vectors/00/f5/825b0e8168082a7e186807b359f6,48975,42672
374,../datasets/vectors/00/f5/991d9e60d1cba2b3f2ceb1c35aa4,31321,29004
375,../datasets/vectors/00/f5/9e39e716a12835d9de9ba30f88c6,175363,133576
376,../datasets/vectors/00/f5/a122d2431e1e1f961ff7929352ab,197511,147986
377,../datasets/vectors/00/f5/abba20fd05fb79e5ccf70e6316ce,55497,46319
378,../datasets/vectors/00/f5/b5e099fb018283bdfeb378eeab8e,51497,43753
379,../datasets/vectors/00/f5/b639e796cb43195a0c224e6c28a7,103407,81725
380,../datasets/vectors/00/f5/d09afa90503132e15509fb98f736,179456,105923
381,../datasets/vectors/00/f5/d7500d876a52d1dfcc019a388333,147154,111998
382,../datasets/vectors/00/f5/fabaab4e36447ccb304166abbf98,20706,17787
383,../datasets/vectors/00/f5/fd5210646852fc68d8bd108125c9,55786,46814
384,../datasets/vectors/00/f6/0a2f543bc240825c8b45da20b74f,20752,18752
385,../datasets/vectors/00/f6/0cbfd93570859b4ab3edd3260685,76416,62188
386,../datasets/vectors/00/f6/139e616eb76593bc325571633855,62022,51713
387,../datasets/vectors/00/f6/32909540820f7e02da4d688384e6,52202,38751
388,../datasets/vectors/00/f6/3611f05ef0c58449603796937622,103366,80348
389,../datasets/vectors/00/f6/3cf19b30f937dbff7c0d040ef8b0,41783,37212
390,../datasets/vectors/00/f6/4f7c1e2ba9bcce1055396b4a1703,77737,62743
391,../datasets/vectors/00/f6/51fc3b499c4bc44a911d9ae9f373,205016,152702
392,../datasets/vectors/00/f6/5a1385820d18058defce7ccedc19,139905,106858
393,../datasets/vectors/00/f6/7e97d72e182efc75d2ac1bbefae0,88746,71387
394,../datasets/vectors/00/f6/88086072020f0d4bb53af5de0d71,82455,66116
395,../datasets/vectors/00/f6/88a802dbd483daa1882b7bb6dc7f,121238,93781
396,../datasets/vectors/00/f6/8a4931ad4c9ec776668f5169847e,81169,67606
397,../datasets/vectors/00/f6/92818b7508f49aba16e8fc148334,52982,46019
398,../datasets/vectors/00/f6/b64cc7ea264ac428f58fb27e4893,21905,18855
399,../datasets/vectors/00/f6/cee0cd69a6ccbeeb7d19594d5520,44584,38465
400,../datasets/vectors/00/f6/d2f08f1aa88afd9d4bc8a34e1f95,20850,19005
401,../datasets/vectors/00/f6/e746919a99f78a10084f611250ec,114404,90192
402,../datasets/vectors/00/f7/27f4c1cdbac9c3898c8a17f86167,59952,49156
403,../datasets/vectors/00/f7/42d29f6ce213a4f82ae375c33724,349685,257004
404,../datasets/vectors/00/f7/43475706834ade0a723575abf62b,70900,57650
405,../datasets/vectors/00/f7/4e8301c8875ada880c73c68ab825,526930,377306
406,../datasets/vectors/00/f7/b0dace85c8292b138f4e0f12f350,81305,64598
407,../datasets/vectors/00/f7/d857cfce46c029a84f4049d7e050,100458,79977
408,../datasets/vectors/00/f7/ef2144edae1f9b8ab2e20bd03fac,21935,20383
409,../datasets/vectors/00/f7/f7f80393ee090b123f747af2e9f3,1089818,760563
410,../datasets/vectors/00/f8/6444235b61160abd9ca7f9febe97,65992,53617
411,../datasets/vectors/00/f8/6f9399f4060875bd9139e1ba3911,240157,178992
412,../datasets/vectors/00/f8/a6f5bedd6b582725240db5908d10,31685,27816
413,../datasets/vectors/00/f8/ba948770ced754a28f684d80c613,66960,45248
414,../datasets/vectors/00/f8/d4920e7fe571eb502bd78a022868,76439,62033
415,../datasets/vectors/00/f8/d6be23967b2ae7badff68efad941,29501,24030
416,../datasets/vectors/00/f8/dd800327a46cf726112f4482b7ea,627258,324562
417,../datasets/vectors/00/f8/e4f99ac6b891e06020252b5f659a,67424,56332
418,../datasets/vectors/00/f8/e5fc0c63e8a0371105805854b5d1,90731,59680
419,../datasets/vectors/00/f8/fc7ad7094a9698a525ecd29ddba8,175555,134338
420,../datasets/vectors/00/f8/fd5710df1f61de6b21b6b3cfabfe,74262,49230
421,../datasets/vectors/00/f9/03a9ccf9cb81e4315812d7172f61,588729,306633
422,../datasets/vectors/00/f9/18cd98f7270de01294ef6568906d,141010,85514
423,../datasets/vectors/00/f9/2ad7be183514acd323caf67e6a65,41403,36671
424,../datasets/vectors/00/f9/306ff56abb22d17c16aec6cf5771,94975,75173
425,../datasets/vectors/00/f9/3c3faf05cc224fec947c928c55a7,137543,106516
426,../datasets/vectors/00/f9/5d661a0ac9b2b5810b2f22e85499,32448,29488
427,../datasets/vectors/00/f9/73897af5b44fb955205ab3135a5e,65977,44392
428,../datasets/vectors/00/f9/bda179c567225e9851c122c2c192,82775,67183
429,../datasets/vectors/00/f9/d3506256a3899c2c975bcb8cb554,75723,60730
430,../datasets/vectors/00/f9/e152b3dbee79b9362f48ac418917,47988,40422
431,../datasets/vectors/00/f9/ee7a64f1dadf47418e5cf6784d0a,56874,48728
432,../datasets/vectors/00/fa/01e185fcd9e3c07c53d133d6f6d8,58800,48827
433,../datasets/vectors/00/fa/1a3c149446c27d0793ff58e5b73a,84961,68599
434,../datasets/vectors/00/fa/335d4e49752312d24dbc0b9dd7d3,71204,57476
435,../datasets/vectors/00/fa/3eee91908f886927e89d68163970,44803,38381
436,../datasets/vectors/00/fa/82c7ed95b6b5b9ef17c40fd242a5,158910,120299
437,../datasets/vectors/00/fa/93811d9fde84227becfefd2ebb89,40013,30874
438,../datasets/vectors/00/fa/9d8915970040684fb799f9ddcc18,109877,88604
439,../datasets/vectors/00/fa/9f6e88089128a82d553a2ce07192,42558,32331
440,../datasets/vectors/00/fa/a502dae3b650337ffe2f40919e7a,241135,178955
441,../datasets/vectors/00/fa/abb15e01042096ced9ad937603ff,205632,154199
442,../datasets/vectors/00/fa/afac988ac644e039348ba063705e,219829,162889
443,../datasets/vectors/00/fa/b81054f42d7654d25d7037ad6108,271293,198730
444,../datasets/vectors/00/fa/c883947c3e7badfa066fe6f37271,277241,204062
445,../datasets/vectors/00/fa/cc7b67a5233c44f6733bb1ee6961,59616,50267
446,../datasets/vectors/00/fa/d3f68b9f4b4fd87a1fdfd4e20b0f,96749,76999
447,../datasets/vectors/00/fa/f2eb988fa19fe25c2decc20684c0,43340,37652
448,../datasets/vectors/00/fb/1731029aa1ed9977f91b77a6c185,33081,29219
449,../datasets/vectors/00/fb/1f738ba3a342ee3bf0a508381587,53183,45829
450,../datasets/vectors/00/fb/5f036fcf551313a906ff86b1c8c0,89071,71114
451,../datasets/vectors/00/fb/7045b0d3433db1af919df736f715,142004,87082
452,../datasets/vectors/00/fb/75f0bc7d166308ae6b80cd6d5ff3,99081,79246
453,../datasets/vectors/00/fb/8fea56d978faa1294da9f444b3db,131525,101311
454,../datasets/vectors/00/fb/94ece2a9f039de16a3a40896b777,104304,81677
455,../datasets/vectors/00/fb/b1507d2adf149cf3dfb970eda5ea,106943,84708
456,../datasets/vectors/00/fb/b47de21a39ffbdde9ac2a0101181,438671,236322
457,../datasets/vectors/00/fb/b9a8bf7972b96d330237315b1429,461738,333520
458,../datasets/vectors/00/fb/c28c6a79c7b9642f4729a925a1eb,106044,85967
459,../datasets/vectors/00/fb/d7d1dab94971b5f51840e19d0baa,22939,19952
460,../datasets/vectors/00/fb/e32b14c235dfb680adc80116367f,79543,64017
461,../datasets/vectors/00/fb/fcd57dd74665f36986e43e22a15f,1665228,1149268
462,../datasets/vectors/00/fc/0667dac5ee197667d41782a9ef1c,135559,105752
463,../datasets/vectors/00/fc/0f6e55bce27ec85714a41f1db0a2,92658,73633
464,../datasets/vectors/00/fc/1042f55da4b8b383f75890ea66cd,178282,134130
465,../datasets/vectors/00/fc/10d34ef44d3a034a19234979c0db,80433,65102
466,../datasets/vectors/00/fc/4c60c89f68cb6b3852fcb4b68f10,45005,38814
467,../datasets/vectors/00/fc/5d839915f972759ead44d9c39bf3,55023,48094
468,../datasets/vectors/00/fc/6341475b4c4efeaceafaecad0936,95667,77591
469,../datasets/vectors/00/fc/64c3e11ef552fa62b81bfef0dea6,81564,65402
470,../datasets/vectors/00/fc/7f045e0b79802ac14da5d0b7fc8b,53262,45133
471,../datasets/vectors/00/fc/8379e1b190c4994ade06095c4bd6,126065,99988
472,../datasets/vectors/00/fc/844cd67a849e886672dde788fb2d,49021,42202
473,../datasets/vectors/00/fc/86518a015eff3648770fd13a1020,53879,46751
474,../datasets/vectors/00/fc/a7792fa2a08cd1d6fcfe470e797d,175788,134187
475,../datasets/vectors/00/fc/ac77ccf0f398e9aa6c89bf8e8a7a,92668,72823
476,../datasets/vectors/00/fc/ad38256109ebadf929b9b7bd93b2,23025,21267
477,../datasets/vectors/00/fc/af4cfa5f87fe65d5d36737516c63,370286,269685
478,../datasets/vectors/00/fc/c2204f90ba5dadfe6cbf19f758c6,97731,77323
479,../datasets/vectors/00/fc/cbc38e42ada6f1f62b63947d7ba9,377229,272496
480,../datasets/vectors/00/fc/d4fabf0a1961f5f2398ac4270f07,71350,59272
481,../datasets/vectors/00/fd/0c59d9e480186a58694ed8f4d44a,199585,152861
482,../datasets/vectors/00/fd/10891ce09eeffff1b8b1ab4bc3d1,118087,73691
483,../datasets/vectors/00/fd/26011478047dff85c11d6161aa26,49264,42174
484,../datasets/vectors/00/fd/2c753bd832df1a6bbcf9ad6d2c09,140765,108477
485,../datasets/vectors/00/fd/388ccb6a39b185572416391c214f,22873,19413
486,../datasets/vectors/00/fd/4f12121cec343924701ae7edc779,17540,15824
487,../datasets/vectors/00/fd/6b211c749740672a48003c6c5522,927230,646881
488,../datasets/vectors/00/fd/a1be2b566c2bb615a305f2864e58,23358,22419
489,../datasets/vectors/00/fd/a7bc21acccd86af67295b70049cc,102882,81224
490,../datasets/vectors/00/fd/bd7d4eef7b5dc5841d4694b7acf4,102825,65248
491,../datasets/vectors/00/fd/d0aa66e63bf3a9de79462e6add9d,79342,64312
492,../datasets/vectors/00/fd/da0d5f2b2724852376697ae992cf,20405,20443
493,../datasets/vectors/00/fd/e17bb196880c0a888a8d8fd1641d,51050,42800
494,../datasets/vectors/00/fd/e54039fac47010fc29fb49303717,129001,99093
495,../datasets/vectors/00/fe/0cc79095a1a66b01e854cb9a7fcd,68291,56846
496,../datasets/vectors/00/fe/1c18da858946316c9e4885c44f07,88979,60751
497,../datasets/vectors/00/fe/22961b4005ad3152f3d6681ec6cd,68541,59501
498,../datasets/vectors/00/fe/4d1d0dcf9bffb74fab69587bc0ef,102975,81261
499,../datasets/vectors/00/fe/638ab525e715faabb69feb6b1362,71996,58844
500,../datasets/vectors/00/fe/70e07b907b636985915763014b21,504616,362322
501,../datasets/vectors/00/fe/71f9348e6eea369bc7c7f0ba2cf0,99816,79109
502,../datasets/vectors/00/fe/7c42da6f5403248b220fbf3f2376,160847,121994
503,../datasets/vectors/00/fe/82303e974205b857f9931b2fe664,167073,125777
504,../datasets/vectors/00/fe/b69f1da9b96e08f079bce8ebc409,61489,50326
505,../datasets/vectors/00/fe/c3e87a089cea358ab4de75438298,92594,73283
506,../datasets/vectors/00/fe/d38005a4f7022033463998b22cf9,183587,140062
507,../datasets/vectors/00/fe/d86ea7a301cdbec34a1952a2fca0,62336,51463
508,../datasets/vectors/00/fe/de12e25c42e5e7b1cd95fa94cc63,34573,26684
509,../datasets/vectors/00/fe/e23c19d14bf44ca4df48ecd873d0,5232,6096
510,../datasets/vectors/00/fe/e370c259bce83d78b0b1515b915d,597766,426050
511,../datasets/vectors/00/fe/f0ef629159589b5711270e7d3e70,76939,63009
512,../datasets/vectors/00/fe/ff416c0c41357c3527827be27859,29943,25248
513,../datasets/vectors/00/ff/1d926a615ffd81c2a53070d5f700,120958,94814
514,../datasets/vectors/00/ff/52221ae623eaad44f2ede461b4a2,56420,48112
515,../datasets/vectors/00/ff/530c6c4f6f9798e16e5bac375d33,36322,27221
516,../datasets/vectors/00/ff/59851b49229d7f26b5f0555fa9e2,47330,40484
517,../datasets/vectors/00/ff/5b55eaab1bfc9a0900a90028ea9d,184367,138299
518,../datasets/vectors/00/ff/5bbfdd4964dd7cea9d2ff1257ff5,82870,66169
519,../datasets/vectors/00/ff/6ac1b3001ba913ad42da4d3d7909,19629,17574
520,../datasets/vectors/00/ff/79bf19cda60a584ee6722d8b9877,41461,36704
521,../datasets/vectors/00/ff/8f190cbdf877b7f2f86b3a87098e,46990,34770
522,../datasets/vectors/00/ff/8f6d60362024073c0fff0c85c140,50515,42710
523,../datasets/vectors/00/ff/b55313090ca9af48467d1d4c1786,40895,37177
524,../datasets/vectors/00/ff/c072e2e99f35865ad775c9bcdebb,140921,111806
525,../datasets/vectors/00/ff/dc30f1752a8f9f74bd355ec057b2,81442,65306
526,../datasets/vectors/00/ff/f2533c1dbe8b3cbaa36908596824,78513,64636
527,../datasets/vectors/00/ff/f5f744eebc2e552e3d564ad8dd29,743502,522098
528,../datasets/vectors/00/ff/fde09b69601b4b108468d37e54aa,31285,25509
529,../datasets/vectors/00/00/081549d99cf1e3f5be593e560799,74973,60389
530,../datasets/vectors/00/00/17d2db24224129a8a8acc92d89c9,41288,36137
531,../datasets/vectors/00/00/3e6fd70bea51c029e5289f4c7627,199049,150490
532,../datasets/vectors/00/00/493cab4a0d9e9db028c459d4b87e,130281,80683
533,../datasets/vectors/00/00/5703b50559167eb6547126bc69e9,88803,70712
534,../datasets/vectors/00/00/5ab2a0512d3a72c5e885d4ef45d4,57985,48364
535,../datasets/vectors/00/00/81760d5e836f53866103b4c44ba7,68132,55661
536,../datasets/vectors/00/00/c41333aafe250ee08ffef30361aa,383167,276913
537,../datasets/vectors/00/00/cab7cccfc10c205da7a4221401bd,202929,151934
538,../datasets/vectors/00/00/d85242cf8f1ae5620f874bac9fba,65779,54078
539,../datasets/vectors/00/01/12534ee7652bc5267bdb3d913e93,131643,102567
540,../datasets/vectors/00/01/2478b7a4c0cf9e7cafc40f6239aa,117501,91520
541,../datasets/vectors/00/01/38a9d80b7d6e629eb453ad5edf2a,32796,25674
542,../datasets/vectors/00/01/4148b640f4b3914c4f831104b2e9,50769,42675
543,../datasets/vectors/00/01/48b04c4ab788a40b3517740c1542,234599,134720
544,../datasets/vectors/00/01/4e58bafa18f10bedafe67111b986,21906,18436
545,../datasets/vectors/00/01/63b75053e8c3eb411d7dce6866db,337653,248900
546,../datasets/vectors/00/01/7e7b2df684181c5f4a1a230c4c12,166455,125359
547,../datasets/vectors/00/01/a0aa15cf9c883ae5dbca450de00d,67836,57504
548,../datasets/vectors/00/01/a38fb62ad700530d21605418b72e,65991,53708
549,../datasets/vectors/00/01/bbba9eae248c4cc3137b1a547b3d,147531,113359
550,../datasets/vectors/00/01/ed63f5904d3bce56c59062789515,87716,69344
551,../datasets/vectors/00/02/0c19ecbc40baedc9318034b1cdf5,55944,46078
552,../datasets/vectors/00/02/0dd29a39e933e72c32f53ae43b4d,105854,84121
553,../datasets/vectors/00/02/1a12a6295e354d587c9719663447,58906,48691
554,../datasets/vectors/00/02/2d7236a6a62bee85fa4143f950cc,133738,102635
555,../datasets/vectors/00/02/39fea4d3031e14746fb340a54e08,121946,95383
556,../datasets/vectors/00/02/3bf727aea76ab04b12abf728ae9c,54398,44983
557,../datasets/vectors/00/02/4a8d670273eb6e7b13ebae250cf1,51545,43843
558,../datasets/vectors/00/02/61e48d9c0e4cbf9cd1503f70494b,165229,124619
559,../datasets/vectors/00/02/7488ac85219b41907d04d3a85650,780782,547369
560,../datasets/vectors/00/02/77af30c0c4799f23d915c3377dfb,886633,626422
561,../datasets/vectors/00/02/7bcc11da0b7095d1c55baefdea91,64498,54220
562,../datasets/vectors/00/02/a0c4dae864248261013eb3c99991,87846,70477
563,../datasets/vectors/00/02/af8514017426072e1bf1b0e9c145,116620,90338
564,../datasets/vectors/00/02/b2477838c4ec53613990c784311d,171854,130129
565,../datasets/vectors/00/02/bd83b8757658df73e05a6e22a60c,39430,32554
566,../datasets/vectors/00/02/c9f805d67e1a9a5ed48151b3162e,150824,90206
567,../datasets/vectors/00/02/cbda4c9bb1a77df97a4b5cba08b8,179438,134375
568,../datasets/vectors/00/02/d1ade6c352b491375d800242ad85,103565,80942
569,../datasets/vectors/00/02/de64009460f50c030e6c75fb33c8,465892,337455
570,../datasets/vectors/00/02/f9d65aa09bd4d66dceea7198137b,32488,25032
571,../datasets/vectors/00/03/0761a134373363078d2d6aca0eb7,187119,111596
572,../datasets/vectors/00/03/0ddf53509eb739927b22e314b7c6,252304,186849
573,../datasets/vectors/00/03/13b6c8175fa6b94902d9c06c5a22,24023,20316
574,../datasets/vectors/00/03/19c050a40be4e87136469a1edfce,12821,12942
575,../datasets/vectors/00/03/26e953d9f3bd282c813cb01a0d57,530540,380127
576,../datasets/vectors/00/03/36a56ad726fe31d27ccc4158b966,86726,68551
577,../datasets/vectors/00/03/4426bc2b495b6542105612f09339,560188,397782
578,../datasets/vectors/00/03/45e9515f30d743cf4818b4c1fe07,58165,53535
579,../datasets/vectors/00/03/5fec3ec4abe857ce57f8b24df09e,530093,379689
580,../datasets/vectors/00/03/61365475b603d9d47f80db62d30c,266786,201988
581,../datasets/vectors/00/03/87e2f9293eaf79fe23ce7fc8fd6c,35207,30930
582,../datasets/vectors/00/03/96dd9a562dac53d5447e9cd9cadc,65412,54827
583,../datasets/vectors/00/03/9be8a65c91484f7b1eb9226cda3c,69054,55560
584,../datasets/vectors/00/03/a2a13ffd7a16f94dc9f607361ede,105284,82546
585,../datasets/vectors/00/03/afc115be9307b4b5a35f06226eda,62623,51538
586,../datasets/vectors/00/03/f4806b671b184f9d7a4ac9eb96da,96274,63320
587,../datasets/vectors/00/03/fe5a85565b0645650f315d8e48c6,112958,87766
588,../datasets/vectors/00/04/095dcd3bf6a9b0a7a70cb4984428,134576,104845
589,../datasets/vectors/00/04/0e134334f56c36bd79fde902122c,49771,36292
590,../datasets/vectors/00/04/10d3fd64e4b6816c850e04f749ca,78240,63068
591,../datasets/vectors/00/04/163baa7f67af3c8d5204d832efb7,61187,50041
592,../datasets/vectors/00/04/2825a6c0fee781fa504754592601,18461,16120
593,../datasets/vectors/00/04/2eb90e8c26eaeddbc5547c278af1,43937,37709
594,../datasets/vectors/00/04/2fb22c6ad2f4b5d308d35c8798ef,82330,65349
595,../datasets/vectors/00/04/32ed4e872bc932d3eebbf6922437,91792,60377
596,../datasets/vectors/00/04/73b6b487eed514a5a854260c9fe9,49797,42336
597,../datasets/vectors/00/04/77ed4ca516da053dd856d803be0d,101682,81663
598,../datasets/vectors/00/04/84463cae123749c6fac8f567c63a,177037,133707
599,../datasets/vectors/00/04/a2fbe2ea406d2a877c57fe8ecbf3,29664,23537
600,../datasets/vectors/00/04/b13a590c6c5bbafbec23be81f2c9,163762,123558
601,../datasets/vectors/00/04/d03875f43c1ae0103ade17f7a970,164424,126396
602,../datasets/vectors/00/04/df7e7ebfdac4e3cffd4ab55c6d14,80249,53112
603,../datasets/vectors/00/04/ed9877a212aa5203bc0073f8aa4f,246166,182938
604,../datasets/vectors/00/05/076d8920399594436e051e3f0842,46172,40017
605,../datasets/vectors/00/05/101cb28e2288e2b8b46d93dbdd9d,174819,131938
606,../datasets/vectors/00/05/1bc0ad464cdef6ba0edf8159088b,42157,38175
607,../datasets/vectors/00/05/291afeb5e9ac2ec0ca5cbbd538c6,63150,53781
608,../datasets/vectors/00/05/30212c0b27e69a2d7b8583395a2f,37745,29284
609,../datasets/vectors/00/05/3de8728513efd930ce58ec76a5da,39403,29703
610,../datasets/vectors/00/05/3f98d562b5c8cff394ecf099ee0a,26127,24205
611,../datasets/vectors/00/05/4c414cd5f15dac4ebf3c525a8609,83435,69114
612,../datasets/vectors/00/05/5c083d37a0c164c2715fe4850c5b,82631,66091
613,../datasets/vectors/00/05/6bd30a9daee7a4a2d3095cc14cc4,28133,22629
614,../datasets/vectors/00/05/7b56cd5420b8878750dbe3088f2d,51572,38122
615,../datasets/vectors/00/05/98b5dd09a31b3b629c35839d2e14,99455,81973
616,../datasets/vectors/00/05/9dbcd86c249433981dc85b49f9d4,103607,81176
617,../datasets/vectors/00/05/a304532572cba7f9db4d0eb188b5,66988,55590
618,../datasets/vectors/00/05/af89af09c19f1080edf668cfcc2c,61933,43587
619,../datasets/vectors/00/05/c252448184670e9f784e347be7f5,154633,117873
620,../datasets/vectors/00/05/c91102cccad0707afcb1dbf415a0,256475,189226
621,../datasets/vectors/00/05/d2faa2beb4b9f708e3b15b707b1d,25710,22941
622,../datasets/vectors/00/05/e94c72b66ea46482833aea7ec710,125199,96168
623,../datasets/vectors/00/05/f783f9dbb873a0501d5b85538fde,104440,83231
624,../datasets/vectors/00/06/0d93c94f26ed767a50b49f96355e,31275,28465
625,../datasets/vectors/00/06/0edaf9a3644259bb4eb97cc5ac81,53439,46820
626,../datasets/vectors/00/06/19b2fcc160155bd8407b2315d6d1,153652,116690
627,../datasets/vectors/00/06/4005e2b9de5297e349365ac4d761,97453,76907
628,../datasets/vectors/00/06/8b4e8e6df8519997c2c4358bb190,102960,81530
629,../datasets/vectors/00/06/a8861de358d9e2d0e01861a60646,120107,92860
630,../datasets/vectors/00/06/aa3cbfeaee05fc4e68a4be544320,147327,114414
631,../datasets/vectors/00/06/aab571c53455cf1e48927204f051,73411,61339
632,../datasets/vectors/00/06/acf0d797b9f94d3a0ae9d1329d7f,86487,57644
633,../datasets/vectors/00/06/d49c7427145f9b3456a97fe6cdc6,49371,36248
634,../datasets/vectors/00/06/efc9cb38990c63d025a67a1b8a74,92282,72986
635,../datasets/vectors/00/06/f99e85cfe1d299df67e0663fe4c0,48950,34794
636,../datasets/vectors/00/07/0cea40fbb9597dfd038b3bd03843,171878,129675
637,../datasets/vectors/00/07/1b365ab285abf9c0a93031426699,75019,60628
638,../datasets/vectors/00/07/1cb15ee6bff501f2c8aa515e24fd,164218,123631
639,../datasets/vectors/00/07/3839a51e620624e845483ac5de6d,48500,41702
640,../datasets/vectors/00/07/3b7be2d6d40de447924a9e1d95ff,24203,19690
641,../datasets/vectors/00/07/503588e0636dc297e0a8cd587c0c,78543,63942
642,../datasets/vectors/00/07/6ad1bda719c66af9d80f851361bc,181580,136834
643,../datasets/vectors/00/07/757210dfb09113804abec8ed1a2f,72219,58943
644,../datasets/vectors/00/07/8abb7f8e1817e26f3350ea7fbe59,75272,60772
645,../datasets/vectors/00/07/8cae0758b4858a3a11b7bd4afd86,74425,60047
646,../datasets/vectors/00/07/8f96c1e515f40ce0f859f857c3d3,108299,83943
647,../datasets/vectors/00/07/947c7498c709efa3ec617b09d6fa,66458,55540
648,../datasets/vectors/00/07/b12c6d870486dac66915fb4aaa98,94957,74829
649,../datasets/vectors/00/07/b690e18d04f027238b61db4f3f2c,18945,18381
650,../datasets/vectors/00/07/bfb6ecc51356594e959f620b6b66,111795,88530
651,../datasets/vectors/00/07/cd9807b45ba35608caa867da63a0,91124,72796
652,../datasets/vectors/00/07/d8ccf28d8ba88a3ae8df76eca4d4,92473,73034
653,../datasets/vectors/00/07/dc1c170685c900c3a4cc155978d1,33938,30317
654,../datasets/vectors/00/07/f3fcee3f51ba7f09848512bab111,40951,35520
655,../datasets/vectors/00/08/218a5d9fe2a78495e2f0acd84fc5,85612,68941
656,../datasets/vectors/00/08/360f045f4195a7cdc35e08970a5e,1072795,753857
657,../datasets/vectors/00/08/3d9f3ee7c18624b91b9b2de2abe2,80528,64841
658,../datasets/vectors/00/08/435a9763a655ae82ce7ef8117cf6,44494,32504
659,../datasets/vectors/00/08/447c9e977e1821bab705cce99529,752441,531802
660,../datasets/vectors/00/08/476fa7361a31bc2afe8943b8cd59,14104,13707
661,../datasets/vectors/00/08/4983245b54f155e36be70676ac89,181922,136096
662,../datasets/vectors/00/08/4fbc92fab4a73127ccfca5b81c9c,57289,41552
663,../datasets/vectors/00/08/656cebf490fa147f92ab366eda32,46180,39445
664,../datasets/vectors/00/08/70d6449d6d0d88becb1e733e31d3,51095,43580
665,../datasets/vectors/00/08/7294494a2271950e515ace1ad215,67199,54801
666,../datasets/vectors/00/08/753588c89689e28c8d81f7f17a5a,99588,79432
667,../datasets/vectors/00/08/7a7267e0b004082554d1344fcb90,460412,331095
668,../datasets/vectors/00/08/7f763ac0d0c79beb5294b24ce042,68261,55628
669,../datasets/vectors/00/08/826418b492797144f5bdd698ca2d,347336,251972
670,../datasets/vectors/00/08/8ac0f1a497c74d8330e64422fad3,96448,76121
671,../datasets/vectors/00/08/9a7eeec20ea47165af226fe47989,49694,41665
672,../datasets/vectors/00/08/9d1374f4bdbed08b652539fb00b4,456067,328428
673,../datasets/vectors/00/08/bd6a74961546f9da3784ae5d60b2,86567,69582
674,../datasets/vectors/00/08/c7da45ff8b9f45973ad478fff12f,84506,67435
675,../datasets/vectors/00/08/d6b1ab3f60c0cb29229f657de439,65267,45288
676,../datasets/vectors/00/09/038743507c6705653add4116baf8,93595,75934
